[16/3/2016 2:43:51] /b Galera, se tiverem alguma duvida podem chama privado.
[16/3/2016 6:51:10] /a
[16/3/2016 20:8:29] /a 5
[16/3/2016 20:8:29] /a 5
[16/3/2016 20:8:33] /a 5
[16/3/2016 20:8:33] /a 5
[16/3/2016 20:8:34] /a 5
[16/3/2016 20:8:34] /a 5
[16/3/2016 20:8:40] /a 5
[16/3/2016 20:8:41] /a 5
[16/3/2016 20:8:42] /a 5
[16/3/2016 20:8:47] /a 5
[16/3/2016 20:8:48] /a 5
[16/3/2016 20:8:49] /a 5
[16/3/2016 20:8:51] /a 5
[16/3/2016 20:8:51] /a 5
[16/3/2016 20:8:52] /a 5
[16/3/2016 20:8:58] /a 5
[16/3/2016 20:8:59] /a 5
[16/3/2016 20:9:0] /a 5
[16/3/2016 20:9:1] /a 5
[16/3/2016 20:9:2] /a 5
[16/3/2016 20:9:3] /a 5
[16/3/2016 20:9:4] /a 5
[16/3/2016 20:9:5] /a 5
[16/3/2016 20:9:15] /a 5
[16/3/2016 20:10:17] /a 5
[16/3/2016 20:10:30] /t
[16/3/2016 20:10:44] /a 5
[16/3/2016 20:10:45] /a 5
[16/3/2016 20:10:49] /a 5
[16/3/2016 20:10:50] /a 5
[16/3/2016 20:10:55] /a 5
[16/3/2016 20:10:55] /a 5
[16/3/2016 20:10:56] /a 5
[16/3/2016 20:11:0] /a 5
[16/3/2016 20:11:1] /a 5
[16/3/2016 20:11:1] /a 5
[16/3/2016 20:11:2] /a 5
[16/3/2016 20:11:4] /a 5
[16/3/2016 20:11:5] /a 5
[16/3/2016 20:11:10] /a 5
[16/3/2016 20:11:10] /a 5
[16/3/2016 20:11:11] /a 5
[16/3/2016 20:11:16] /a 5
[16/3/2016 20:11:17] /a 5
[16/3/2016 20:11:20] /a 5
[16/3/2016 20:11:20] /a 5
[16/3/2016 20:11:25] /a 5
[16/3/2016 20:11:26] /a 5
[16/3/2016 20:11:26] /a 5
[16/3/2016 20:11:32] /a 5
[16/3/2016 20:11:32] /a 5
[16/3/2016 20:11:34] /a 5
[16/3/2016 20:11:35] /a 5
[16/3/2016 20:11:37] /t
[16/3/2016 20:12:7] /a 5
[16/3/2016 20:12:7] /a 5
[16/3/2016 20:13:23] /a 5
[16/3/2016 20:13:35] /a 5
[16/3/2016 20:13:37] /a 5
[16/3/2016 20:13:49] /a 5
[16/3/2016 20:13:54] /a 5
[16/3/2016 20:13:55] /a 5
[16/3/2016 20:14:0] /a 5
[16/3/2016 20:14:1] /a 5
[16/3/2016 20:14:4] /a 5
[16/3/2016 20:14:7] /a 5
[16/3/2016 20:14:12] /a 5
[16/3/2016 20:14:15] /a 5
[16/3/2016 20:14:23] /a 5
[16/3/2016 20:14:24] /a 5
[16/3/2016 20:14:32] /a 5
[16/3/2016 20:14:33] /a 5
[16/3/2016 20:14:37] /a 5
[16/3/2016 20:14:38] /a 5
[16/3/2016 20:14:42] /a 5
[16/3/2016 20:14:45] /a 5
[16/3/2016 20:14:48] /a 5
[16/3/2016 20:14:49] /a 5
[16/3/2016 20:14:53] /a 5
[16/3/2016 20:14:54] /a 5
[16/3/2016 20:15:1] /a 5
[16/3/2016 20:15:4] /a 5
[16/3/2016 20:15:5] /a 5
[16/3/2016 20:15:6] /a 5
[16/3/2016 20:15:8] /a 5
[16/3/2016 20:15:20] /a 5
[16/3/2016 20:15:21] /a 5
[16/3/2016 20:15:27] /a 5
[16/3/2016 20:15:34] /a 5
[16/3/2016 20:15:39] /a 5
[16/3/2016 20:15:40] /a 5
[16/3/2016 20:15:45] /a 5
[16/3/2016 20:15:46] /a 5
[16/3/2016 20:16:20] /a 5
[16/3/2016 20:16:21] /a 5
[16/3/2016 20:16:22] /a 5
[16/3/2016 20:16:25] /a 5
[16/3/2016 20:16:25] /a 5
[16/3/2016 20:16:27] /a 5
[16/3/2016 20:16:31] /a 5
[16/3/2016 20:16:33] /a 5
[16/3/2016 20:16:35] /a 5
[16/3/2016 20:16:44] /a 5
[16/3/2016 20:17:24] /a 5
[16/3/2016 20:17:33] /a 5
[16/3/2016 20:17:33] /a 5
[16/3/2016 20:18:59] /a 5
[16/3/2016 20:19:1] /a 5
[16/3/2016 20:19:2] /a 5
[16/3/2016 20:19:5] /a 5
[16/3/2016 20:19:6] /a 5
[16/3/2016 20:19:20] /a 5
[16/3/2016 20:19:21] /a 5
[16/3/2016 20:19:22] /a 5
[16/3/2016 20:19:22] /a 5
[16/3/2016 20:19:24] /a 5
[16/3/2016 20:19:25] /a 5
[16/3/2016 20:19:26] /a 5
[16/3/2016 20:19:27] /a 5
[16/3/2016 20:19:28] /a 5
[16/3/2016 20:19:28] /a 5
[16/3/2016 20:19:30] /a 5
[16/3/2016 20:19:31] /a 5
[16/3/2016 20:19:35] /a 5
[16/3/2016 20:19:40] /a 5
[16/3/2016 20:19:46] /a 5
[16/3/2016 20:19:49] /a 5
[16/3/2016 20:20:1] /a 5
[16/3/2016 20:20:36] /a 5
[16/3/2016 20:20:49] /a 5
[16/3/2016 20:21:10] /a 5
[16/3/2016 20:21:33] /goto orshbaal
[16/3/2016 20:21:46] /goto orshabaal
[16/3/2016 20:21:52] /a 5
[16/3/2016 20:22:14] /a 5
[16/3/2016 20:22:18] /a 5
[16/3/2016 20:22:19] /a 5
[16/3/2016 20:22:19] /a 5
[16/3/2016 20:22:21] /a 5
[16/3/2016 20:22:22] /a 5
[16/3/2016 20:22:23] /a 5
[16/3/2016 20:22:25] /a 5
[16/3/2016 20:22:27] /a 5
[16/3/2016 20:22:28] /a 5
[16/3/2016 20:22:30] /a 5
[16/3/2016 20:22:36] /a 5
[16/3/2016 20:22:42] /a 5
[16/3/2016 20:22:46] /a 5
[16/3/2016 20:22:46] /a 5
[16/3/2016 20:22:47] /a 5
[16/3/2016 20:22:48] /a 5
[16/3/2016 20:22:49] /a 5
[16/3/2016 20:22:50] /a 5
[16/3/2016 20:22:50] /a 5
[16/3/2016 20:22:51] /a 5
[16/3/2016 20:22:52] /a 5
[16/3/2016 20:22:52] /a 5
[16/3/2016 20:22:54] /a 5
[16/3/2016 20:22:55] /a 5
[16/3/2016 20:22:57] /a 5
[16/3/2016 20:22:58] /a 5
[16/3/2016 20:22:59] /a 5
[16/3/2016 20:23:0] /a 5
[16/3/2016 20:23:1] /a 5
[16/3/2016 20:23:4] /a 5
[16/3/2016 20:23:4] /a 5
[16/3/2016 20:23:5] /a 5
[16/3/2016 20:23:6] /a 5
[16/3/2016 20:23:7] /a 5
[16/3/2016 20:23:8] /a 5
[16/3/2016 20:23:9] /a 5
[16/3/2016 20:23:10] /a 5
[16/3/2016 20:23:11] /a 5
[16/3/2016 20:23:11] /a 5
[16/3/2016 20:23:12] /a 5
[16/3/2016 20:23:13] /a 5
[16/3/2016 20:23:14] /a 5
[16/3/2016 20:23:15] /a 5
[16/3/2016 20:23:16] /a 5
[16/3/2016 20:23:16] /a 5
[16/3/2016 20:23:34] /a 5
[16/3/2016 20:23:35] /a 5
[16/3/2016 20:23:37] /a 5
[16/3/2016 20:23:38] /a 5
[16/3/2016 20:23:38] /a 5
[16/3/2016 20:23:40] /a 5
[16/3/2016 20:23:41] /a 5
[16/3/2016 20:23:42] /a 5
[16/3/2016 20:23:43] /a 5
[16/3/2016 20:23:44] /a 5
[16/3/2016 20:23:45] /a 5
[16/3/2016 20:23:46] /a 5
[16/3/2016 20:23:49] /a 5
[16/3/2016 20:23:51] /a 5
[16/3/2016 20:23:51] /a 5
[16/3/2016 20:23:56] /a 5
[16/3/2016 20:25:17] /up
[16/3/2016 20:27:47] /t
[16/3/2016 20:36:38] /up
[16/3/2016 20:43:14] /b precisam de algo, logo estou saindo
[17/3/2016 3:54:5] /b Boa noite GARELAAA
[17/3/2016 3:58:17] /a 30
[17/3/2016 3:58:21] /a 30
[17/3/2016 3:59:18] /a 10
[17/3/2016 3:59:19] /a 30
[17/3/2016 3:59:27] /down
[17/3/2016 3:59:40] /a 30
[17/3/2016 4:0:24] /t
[17/3/2016 4:2:7] /t warchazz
[17/3/2016 4:2:11] /c warchazz
[17/3/2016 4:2:14] /t
[17/3/2016 4:30:14] /a 2
[17/3/2016 5:30:34] /a 30
[17/3/2016 5:31:2] /up
[17/3/2016 5:32:24] /a 30
[17/3/2016 5:32:48] /a 30
[17/3/2016 5:32:59] /a 30
[17/3/2016 5:33:52] /t
[17/3/2016 5:34:14] /a 3
[17/3/2016 5:35:5] /a 30
[17/3/2016 5:35:7] /a 30
[17/3/2016 5:35:8] /a 30
[17/3/2016 5:35:10] /a 30
[17/3/2016 5:35:11] /a 30
[17/3/2016 5:35:13] /a 30
[17/3/2016 5:35:14] /a 30
[17/3/2016 5:35:15] /a 30
[17/3/2016 5:35:16] /a 30
[17/3/2016 5:35:17] /a 30
[17/3/2016 5:35:20] /a 30
[17/3/2016 5:35:29] /a 5
[17/3/2016 5:35:30] /a 5
[17/3/2016 5:35:31] /a 5
[17/3/2016 5:35:32] /a 5
[17/3/2016 5:35:33] /a 5
[17/3/2016 5:35:35] /a 5
[17/3/2016 5:35:36] /a 5
[17/3/2016 5:35:37] /a 5
[17/3/2016 5:35:37] /a 5
[17/3/2016 5:35:42] /a 5
[17/3/2016 5:35:43] /a 5
[17/3/2016 5:35:43] /a 5
[17/3/2016 5:35:44] /a 5
[17/3/2016 5:35:45] /a 5
[17/3/2016 5:35:45] /a 5
[17/3/2016 5:35:46] /a 5
[17/3/2016 5:35:46] /a 5
[17/3/2016 5:35:47] /a 5
[17/3/2016 5:35:48] /a 5
[17/3/2016 5:35:48] /a 5
[17/3/2016 5:36:13] /a 5
[17/3/2016 5:36:16] /a 5
[17/3/2016 5:36:17] /a 5
[17/3/2016 5:36:18] /a 5
[17/3/2016 5:36:19] /a 5
[17/3/2016 5:36:20] /a 5
[17/3/2016 5:36:22] /a 5
[17/3/2016 5:43:26] /goto [adm] clayton
[17/3/2016 5:50:22] /goto druid maconheiro
[17/3/2016 6:16:16] /a 5
[17/3/2016 6:16:28] /a 5
[17/3/2016 6:16:29] /a 5
[17/3/2016 6:16:29] /a 5
[17/3/2016 6:16:30] /a 5
[17/3/2016 6:16:31] /a 5
[17/3/2016 6:16:32] /a 5
[17/3/2016 6:16:33] /a 5
[17/3/2016 6:16:34] /a 5
[17/3/2016 6:16:36] /a 5
[17/3/2016 6:16:40] /a 5
[17/3/2016 6:16:48] /a 5
[17/3/2016 6:16:48] /a 5
[17/3/2016 6:17:3] /goto
[17/3/2016 6:17:8] /ghost
[17/3/2016 6:17:11] /a 5
[17/3/2016 6:17:41] /a 5
[17/3/2016 6:18:39] /a 5
[17/3/2016 6:18:42] /a 1
[17/3/2016 6:18:44] /a 2
[17/3/2016 6:18:54] /a 3
[17/3/2016 6:18:56] /a 3
[17/3/2016 6:19:16] /a 3
[17/3/2016 6:19:20] /a 3
[17/3/2016 6:19:22] /a 3
[17/3/2016 6:19:25] /a 3
[17/3/2016 6:19:28] /a 3
[17/3/2016 6:19:32] /a 3
[17/3/2016 6:19:41] /a 3
[17/3/2016 6:19:43] /a 3
[17/3/2016 6:20:19] /a 3
[17/3/2016 6:20:23] /a 3
[17/3/2016 6:20:25] /a 3
[17/3/2016 6:20:26] /a 3
[17/3/2016 6:20:26] /a 3
[17/3/2016 6:20:32] /a 30
[17/3/2016 6:20:36] /goto orshabaal
[17/3/2016 6:20:39] /a 3
[17/3/2016 6:20:40] /a 3
[17/3/2016 6:20:43] /up
[17/3/2016 6:20:46] /up
[17/3/2016 6:20:48] /up
[17/3/2016 6:22:5] /a 3
[17/3/2016 6:22:6] /a 3
[17/3/2016 6:22:7] /a 3
[17/3/2016 6:22:8] /a 3
[17/3/2016 6:22:9] /a 3
[17/3/2016 6:22:11] /a 3
[17/3/2016 6:22:12] /a 3
[17/3/2016 6:22:14] /a 3
[17/3/2016 6:22:16] /a 3
[17/3/2016 6:23:29] /a 3
[17/3/2016 6:23:32] /a 3
[17/3/2016 6:23:35] /a 3
[17/3/2016 6:23:37] /a 3
[17/3/2016 6:23:38] /a 3
[17/3/2016 6:23:39] /a 3
[17/3/2016 6:23:40] /a 3
[17/3/2016 6:23:41] /a 3
[17/3/2016 6:23:43] /a 3
[17/3/2016 6:23:44] /a 3
[17/3/2016 6:23:44] /a 3
[17/3/2016 6:23:45] /a 3
[17/3/2016 6:23:46] /a 3
[17/3/2016 6:23:47] /a 3
[17/3/2016 6:23:48] /a 3
[17/3/2016 6:23:49] /a 3
[17/3/2016 6:23:50] /a 3
[17/3/2016 6:23:51] /a 3
[17/3/2016 6:23:51] /a 3
[17/3/2016 6:23:52] /a 3
[17/3/2016 6:23:53] /a 3
[17/3/2016 6:23:54] /a 3
[17/3/2016 6:23:55] /a 3
[17/3/2016 6:23:57] /a 3
[17/3/2016 6:23:58] /a 3
[17/3/2016 6:24:0] /a 3
[17/3/2016 6:24:1] /a 3
[17/3/2016 6:24:1] /a 3
[17/3/2016 6:24:2] /a 3
[17/3/2016 6:24:3] /a 3
[17/3/2016 6:24:4] /a 3
[17/3/2016 6:24:5] /a 3
[17/3/2016 6:24:6] /a 3
[17/3/2016 6:24:8] /a 3
[17/3/2016 6:24:9] /a 3
[17/3/2016 6:25:8] /a 3
[17/3/2016 6:25:9] /a 3
[17/3/2016 6:25:10] /a 3
[17/3/2016 6:25:12] /a 3
[17/3/2016 6:25:14] /a 3
[17/3/2016 6:25:14] /a 3
[17/3/2016 6:25:16] /a 3
[17/3/2016 6:25:17] /a 3
[17/3/2016 6:25:19] /a 3
[17/3/2016 6:25:37] /a 4
[17/3/2016 6:25:39] /a 4
[17/3/2016 6:25:39] /a 4
[17/3/2016 6:25:40] /a 4
[17/3/2016 6:25:41] /a 4
[17/3/2016 6:25:45] /ghost
[17/3/2016 6:38:1] /b Boa Noitiiii kkkkk
[17/3/2016 6:38:2] /t
[17/3/2016 7:15:57] /goto warchazz
[17/3/2016 7:21:37] /t warchazz
[17/3/2016 7:21:53] /goto [adm] clayton
[17/3/2016 7:21:56] /goto [adm] clayton
[17/3/2016 7:22:1] /goto [adm] clayton
[17/3/2016 7:22:1] /goto [adm] clayton
[17/3/2016 7:28:19] /a 3
[17/3/2016 7:28:24] /c warchazz
[17/3/2016 7:28:26] /a 4
[17/3/2016 7:28:27] /a 4
[17/3/2016 7:28:27] /a 4
[17/3/2016 7:28:28] /a 4
[17/3/2016 7:28:29] /a 4
[17/3/2016 7:28:38] /c volverine
[17/3/2016 7:28:48] /c wolverine
[17/3/2016 7:29:27] /c wolverine
[17/3/2016 7:33:39] /goto wolverine
[17/3/2016 7:33:52] /t warchazz
[19/3/2016 22:58:59] /b fala galeraaa, qualquer duvida to ai
[19/3/2016 23:3:24] /ghost
[19/3/2016 23:19:2] /a 2
[19/3/2016 23:43:37] /goto mv healer
[19/3/2016 23:43:54] /up
[19/3/2016 23:43:56] /up
[19/3/2016 23:43:58] /up
[19/3/2016 23:44:0] /up
[19/3/2016 23:44:2] /up
[19/3/2016 23:44:8] /a 30
[19/3/2016 23:44:12] /a 10
[19/3/2016 23:44:22] /down
[19/3/2016 23:44:26] /a 10
[19/3/2016 23:44:28] /a 10
[19/3/2016 23:44:31] /down
[19/3/2016 23:44:34] /down
[19/3/2016 23:44:36] /down
[19/3/2016 23:44:39] /a 10
[19/3/2016 23:44:55] /down
[19/3/2016 23:44:59] /down
[19/3/2016 23:45:9] /down
[19/3/2016 23:45:33] /t
[19/3/2016 23:45:48] /a 2
[19/3/2016 23:45:53] /a 2
[19/3/2016 23:49:34] /up
[19/3/2016 23:49:47] /a 3
[19/3/2016 23:50:35] /goto mv healer
[19/3/2016 23:51:35] /t
[19/3/2016 23:53:6] /a 2
[19/3/2016 23:53:11] /a 20
[19/3/2016 23:53:24] /a 30
[19/3/2016 23:53:26] /a 31
[19/3/2016 23:53:30] /a 40
[19/3/2016 23:53:33] /t
[19/3/2016 23:55:0] /b GaREEEElaa, se precisarem de algo to aqui pra ajudar vcs
[20/3/2016 0:54:50] /b galera, alguma duvida estou aqui para sanar. (NAO DOU NENHUM TIPO DE BENEFICIO A NINGUEM)
[20/3/2016 0:56:31] /goto mc healer
[20/3/2016 0:56:38] /goto mv healer
[20/3/2016 0:57:0] /a 10
[20/3/2016 0:57:3] /a 20
[20/3/2016 0:57:8] /a 15
[20/3/2016 0:57:13] /a 7
[20/3/2016 0:57:31] /t
[20/3/2016 0:57:47] /goto warchazz
[20/3/2016 0:57:52] /kick
[20/3/2016 0:58:11] /ghost
[20/3/2016 0:58:13] /kick
[20/3/2016 0:58:15] /kick
[20/3/2016 0:58:31] /kick warchazz
[20/3/2016 0:58:56] /t
[20/3/2016 1:4:44] /a 2
[20/3/2016 1:4:50] /a 2
[20/3/2016 1:5:0] /a 2
[20/3/2016 1:5:6] /a 2
[20/3/2016 1:5:10] /t
[20/3/2016 1:7:26] /a 
[20/3/2016 1:7:36] /a 3
[20/3/2016 1:7:55] /a 5
[20/3/2016 1:8:1] /a 30
[20/3/2016 1:8:14] /a 20
[20/3/2016 1:8:16] /a 10
[20/3/2016 1:8:19] /a 50
[20/3/2016 1:8:24] /a 10
[20/3/2016 1:8:27] /a 200
[20/3/2016 1:8:49] /t
[20/3/2016 1:13:26] /a 20
[20/3/2016 1:13:41] /a 4
[20/3/2016 1:13:42] /a 4
[20/3/2016 1:13:42] /a 4
[20/3/2016 1:13:43] /a 4
[20/3/2016 1:13:44] /a 4
[20/3/2016 1:13:44] /a 4
[20/3/2016 1:13:47] /a 4
[20/3/2016 1:13:49] /a 4
[20/3/2016 1:13:49] /a 4
[20/3/2016 1:13:50] /a 4
[20/3/2016 1:13:53] /a 4
[20/3/2016 1:13:55] /a 4
[20/3/2016 1:14:14] /t
[20/3/2016 1:14:16] /t
[20/3/2016 1:15:18] /t
[20/3/2016 1:15:43] /a 2
[20/3/2016 1:20:8] /a 2
[20/3/2016 1:20:57] /a 2
[20/3/2016 1:21:1] /a 4
[20/3/2016 1:21:2] /a 4
[20/3/2016 1:21:6] /a 4
[20/3/2016 1:21:9] /a 4
[20/3/2016 1:21:14] /a 4
[20/3/2016 1:21:15] /a 4
[20/3/2016 1:21:15] /a 4
[20/3/2016 1:21:19] /a 40
[20/3/2016 1:21:22] /a 40
[20/3/2016 1:21:23] /a 40
[20/3/2016 1:21:24] /a 40
[20/3/2016 1:21:25] /a 40
[20/3/2016 1:21:26] /a 40
[20/3/2016 1:21:27] /a 40
[20/3/2016 1:21:30] /a 30
[20/3/2016 1:21:33] /a 30
[20/3/2016 1:21:37] /a 4
[20/3/2016 1:21:41] /a 4
[20/3/2016 1:21:42] /a 4
[20/3/2016 1:21:43] /a 4
[20/3/2016 1:21:44] /a 4
[20/3/2016 1:21:44] /a 4
[20/3/2016 1:21:48] /t
[20/3/2016 1:23:5] /kick mr mero
[20/3/2016 1:23:38] /kick mr mero
[20/3/2016 1:24:8] /kick mr mero
[20/3/2016 1:24:55] /kick mr mero
[20/3/2016 1:25:10] /kick mr mero
[20/3/2016 1:26:42] /a 20
[20/3/2016 1:26:43] /a 4
[20/3/2016 1:26:45] /a 4
[20/3/2016 1:26:46] /a 4
[20/3/2016 1:26:50] /a 4
[20/3/2016 1:26:50] /a 4
[20/3/2016 1:26:51] /a 4
[20/3/2016 1:26:51] /a 4
[20/3/2016 1:26:52] /a 4
[20/3/2016 1:26:54] /a 4
[20/3/2016 1:26:55] /a 4
[20/3/2016 1:26:56] /a 4
[20/3/2016 1:26:57] /a 4
[20/3/2016 1:26:59] /up
[20/3/2016 1:29:5] /t
[20/3/2016 1:29:48] /ghost
[20/3/2016 1:32:12] /a 4
[20/3/2016 1:32:13] /a 4
[20/3/2016 1:32:15] /a 4
[20/3/2016 1:32:15] /a 4
[20/3/2016 1:32:16] /a 4
[20/3/2016 1:32:16] /a 4
[20/3/2016 1:32:17] /a 4
[20/3/2016 1:32:18] /a 4
[20/3/2016 1:32:21] /a 10
[20/3/2016 1:32:30] /a 4
[20/3/2016 1:33:6] /a 4
[20/3/2016 1:33:7] /a 4
[20/3/2016 1:33:9] /a 4
[20/3/2016 1:33:10] /a 4
[20/3/2016 1:33:10] /a 4
[20/3/2016 1:33:12] /a 4
[20/3/2016 1:33:13] /a 4
[20/3/2016 1:33:13] /a 4
[20/3/2016 1:33:16] /a 4
[20/3/2016 1:33:17] /a 4
[20/3/2016 1:33:17] /a 4
[20/3/2016 1:33:18] /a 4
[20/3/2016 1:33:18] /a 4
[20/3/2016 1:33:19] /a 4
[20/3/2016 1:33:19] /a 4
[20/3/2016 1:33:20] /a 4
[20/3/2016 1:33:25] /a 4
[20/3/2016 1:33:25] /a 4
[20/3/2016 1:33:26] /a 4
[20/3/2016 1:33:27] /a 4
[20/3/2016 1:33:27] /a 4
[20/3/2016 1:33:28] /a 4
[20/3/2016 1:33:29] /a 4
[20/3/2016 1:33:43] /t
[20/3/2016 1:33:48] /goto warchazz
[20/3/2016 1:33:55] /ghost
[20/3/2016 1:34:14] /t
[20/3/2016 1:34:19] /ghost
[20/3/2016 1:39:4] /t
[20/3/2016 1:39:9] /up
[20/3/2016 1:41:33] /t
[20/3/2016 1:41:58] /t
[20/3/2016 1:44:25] /t
[20/3/2016 1:44:39] /a 4
[20/3/2016 1:44:43] /a 10
[20/3/2016 1:44:53] /a 10
[20/3/2016 1:44:54] /a 10
[20/3/2016 1:44:55] /a 10
[20/3/2016 1:44:57] /a 10
[20/3/2016 1:45:0] /a 10
[20/3/2016 1:45:1] /a 10
[20/3/2016 1:45:3] /a 10
[20/3/2016 1:45:4] /a 10
[20/3/2016 1:45:5] /a 10
[20/3/2016 1:45:6] /a 10
[20/3/2016 1:45:8] /a 10
[20/3/2016 1:45:19] /c warchazz
[20/3/2016 1:46:9] /a 10
[20/3/2016 1:46:16] /a 4
[20/3/2016 1:46:24] /c warchazz
[20/3/2016 1:47:51] /t warchazz
[20/3/2016 1:48:19] /c warchazz
[20/3/2016 1:48:38] /t
[20/3/2016 1:48:45] /a 2
[20/3/2016 1:48:51] /a 10
[20/3/2016 1:48:53] /a 10
[20/3/2016 1:48:54] /a 10
[20/3/2016 1:48:55] /a 10
[20/3/2016 1:49:2] /c warchazz
[20/3/2016 1:50:31] /t
[20/3/2016 1:51:5] /a 10
[20/3/2016 1:51:8] /a 4
[20/3/2016 1:51:9] /a 4
[20/3/2016 1:51:10] /a 4
[20/3/2016 1:51:41] /b Galera, temos nosso cassino aqui no ot, ao fundo do depot para quem quiser apostar
[20/3/2016 1:51:46] /ghost
[20/3/2016 1:53:35] /t
[20/3/2016 1:55:47] /goto happy
[20/3/2016 1:56:31] /t
[20/3/2016 1:57:17] /t
[20/3/2016 2:0:15] /ghost
[20/3/2016 2:0:48] /t
[20/3/2016 2:1:0] /a 10
[20/3/2016 2:1:3] /a 10
[20/3/2016 2:1:4] /a 10
[20/3/2016 2:1:5] /a 10
[20/3/2016 2:1:6] /a 10
[20/3/2016 2:1:9] /a 10
[20/3/2016 2:1:10] /a 10
[20/3/2016 2:1:11] /a 10
[20/3/2016 2:1:11] /a 10
[20/3/2016 2:1:14] /a 10
[20/3/2016 2:1:15] /a 10
[20/3/2016 2:1:18] /a 10
[20/3/2016 2:1:19] /a 4
[20/3/2016 2:1:20] /a 4
[20/3/2016 2:1:22] /a 4
[20/3/2016 2:1:23] /a 4
[20/3/2016 2:1:24] /a 4
[20/3/2016 2:1:30] /a 10
[20/3/2016 2:1:47] /c warchazz
[20/3/2016 2:2:2] /t
[20/3/2016 2:4:48] /t warchazz
[20/3/2016 2:29:58] /a 10
[20/3/2016 2:30:7] /a 10
[20/3/2016 2:30:9] /a 10
[20/3/2016 2:30:11] /a 10
[20/3/2016 2:30:23] /a 10
[20/3/2016 2:30:28] /a 10
[20/3/2016 2:30:30] /a 10
[20/3/2016 2:30:43] /a 10
[20/3/2016 2:30:49] /a 10
[20/3/2016 2:30:56] /a 10
[20/3/2016 2:31:6] /a 10
[20/3/2016 2:31:14] /a 10
[20/3/2016 2:31:21] /a 10
[20/3/2016 2:31:26] /a 10
[20/3/2016 2:31:35] /a 2
[20/3/2016 2:31:44] /a 5
[20/3/2016 2:31:52] /c warchazz
[20/3/2016 2:32:9] /a 2
[20/3/2016 2:32:16] /c warchazz
[20/3/2016 2:32:23] /t
[20/3/2016 2:32:47] /t
[20/3/2016 2:32:50] /a 10
[20/3/2016 2:32:50] /a 10
[20/3/2016 2:32:51] /a 10
[20/3/2016 2:32:52] /a 10
[20/3/2016 2:32:52] /a 10
[20/3/2016 2:32:53] /a 10
[20/3/2016 2:32:53] /a 10
[20/3/2016 2:32:55] /a 10
[20/3/2016 2:33:2] /a 10
[20/3/2016 2:33:5] /c warchazz
[20/3/2016 2:33:30] /t
[20/3/2016 2:34:4] /a 10
[20/3/2016 2:34:6] /a 10
[20/3/2016 2:34:10] /a 4
[20/3/2016 2:34:11] /a 4
[20/3/2016 2:34:12] /a 4
[20/3/2016 2:34:13] /a 4
[20/3/2016 2:34:15] /a 4
[20/3/2016 2:34:50] /a 4
[20/3/2016 2:34:55] /t
[20/3/2016 2:37:29] /t
[20/3/2016 3:4:19] /a 10
[20/3/2016 3:4:19] /a 10
[20/3/2016 3:4:25] /a 300
[20/3/2016 3:4:28] /a 10
[20/3/2016 3:4:30] /a 10
[20/3/2016 3:4:32] /a 100
[20/3/2016 3:4:34] /a 100
[20/3/2016 3:4:43] /a 10
[20/3/2016 3:4:46] /a 10
[20/3/2016 3:5:28] /c warchazz
[20/3/2016 3:6:14] /t
[20/3/2016 3:32:28] /t
[20/3/2016 3:33:13] /a 10
[20/3/2016 3:33:14] /a 10
[20/3/2016 3:33:16] /a 10
[20/3/2016 3:33:17] /a 10
[20/3/2016 3:33:25] /t
[20/3/2016 3:33:49] /goto mv healer
[20/3/2016 3:33:58] /t
[20/3/2016 3:34:13] /goto mv healer
[20/3/2016 3:34:15] /goto mv healer
[20/3/2016 3:34:18] /t
[20/3/2016 3:35:4] /goto mv healer
[20/3/2016 3:35:32] /goto mv healer
[20/3/2016 3:35:34] /goto mv healer
[20/3/2016 3:35:36] /goto mv healer
[20/3/2016 3:35:38] /goto mv healer
[20/3/2016 3:35:40] /t
[20/3/2016 3:39:20] /goto mv healer
[20/3/2016 3:39:24] /t
[20/3/2016 3:45:52] /goto mv healer
[20/3/2016 3:46:1] /a 10
[20/3/2016 4:28:18] /goto mv healer
[20/3/2016 4:29:39] /t
[20/3/2016 4:30:1] /b alguma ajuda? se não vou ver filme kkk
[20/3/2016 4:30:34] /goto old breno
[20/3/2016 4:30:40] /goto old breno
[20/3/2016 4:31:30] /t
[20/3/2016 4:31:42] /a 10
[20/3/2016 4:31:43] /a 10
[20/3/2016 4:31:45] /a 4
[20/3/2016 4:31:46] /a 4
[20/3/2016 4:31:49] /a 4
[20/3/2016 4:31:50] /a 4
[20/3/2016 4:31:51] /a 4
[20/3/2016 4:31:52] /a 4
[20/3/2016 4:31:53] /a 4
[20/3/2016 4:31:54] /a 4
[20/3/2016 4:31:55] /a 4
[20/3/2016 4:35:10] /goto mc lon
[20/3/2016 4:35:34] /goto old breno
[20/3/2016 4:35:47] /goto old breno
[20/3/2016 4:36:2] /t
[20/3/2016 4:37:3] /a 10
[20/3/2016 4:37:4] /a 10
[20/3/2016 4:37:5] /a 10
[20/3/2016 4:37:8] /a 10
[20/3/2016 4:37:9] /a 10
[20/3/2016 4:37:11] /a 10
[20/3/2016 4:37:13] /a 10
[20/3/2016 4:37:14] /a 10
[20/3/2016 4:37:21] /m vamipire
[20/3/2016 4:37:28] /m vampire
[20/3/2016 4:37:30] /m vampire
[20/3/2016 4:37:57] /a 10
[20/3/2016 4:37:58] /a 10
[20/3/2016 4:38:0] /a 10
[20/3/2016 4:38:11] /a 10
[20/3/2016 4:38:12] /a 10
